target,predicted
ki'naʔin ko ʔaŋ ma'ŋa man'sanas na 'beɾde,kinain ko aŋ mɡa mansanas na beɾde
ʔu'mamin si 'tom,ʔumamin si tom
makakala'boso ka,makakalaboso ka
pa'ɾehoŋ kasa'baj na pinakaʔan'tiɡo ʔat pinakamo'deɾnoŋ ʔaɡ'ham ʔaŋ ʔastɾono'mia,paɾehoŋ kasabaj na pinakaantiɡo at pinakamodeɾnoŋ aɡham aŋ astɾonomija
ma'jaman si'a 'ŋunit ʔaŋ 'buhaj ni'jaj 'paɾaŋ 'taʔoŋ naɡpapali'mos,majaman sijaˌ ŋunit aŋ buhaj nija'j paɾaŋ taoŋ naɡpapalimos
sa'ʔan ʔaŋ ʔistas'jon naŋ 'tɾen,saan aŋ istaʃon ŋ tɾen?
ʔuˌmiʔi'ak 'tajo paɡ'ka tala'ɡaŋ maluŋ'kot 'tajo,ʔumiijak tajo paɡka talaɡaŋ maluŋkot tajo
i'toŋ kos'tumbɾej no'ʔon 'paŋ pana'hoŋ 'edo,ʔitoŋ kostumbɾe'j noon paŋ panahoŋ edo
ʔiˌnaʔan'tok ʔa'ko,ʔinaantok ako
taɡabɾa'sil ʔa'ko,taɡa-bɾasil ako
'kahit na mabi'lis ka hin'diʔ ka pa han'daʔ,kahit na mabilis kaˌ hindi ka pa handa
ʔaŋ ʔa'nak 'koŋ ba'baʔe ʔaj buˌmibi'li naŋ 'ɡatas sa tin'dahan,ʔaŋ anak koŋ babae aj bumibili ŋ ɡatas sa tindahan
wa'laʔ si'aŋ 'nobja,wala sijaŋ nobja
hin'diʔ si'la makapaɡlak'baj 'dahil maj pɾob'lemaŋ naɡa'nap,hindi sila makapaɡ-lakbaj dahil maj pɾoblemaŋ naɡanap
naki'ta ko si 'tom do'ʔon,nakita ko si tom doon
ʔaŋ tukud'laŋit ʔaj nakatin'diɡ naŋ 'mas mata'ʔas naŋ ʔi'baŋ ɡu'saliʔ sa pali'bot,ʔaŋ tukudlaŋit aj nakatindiɡ naŋ mas mataas ŋ ibaŋ ɡusali sa palibot
wa'laŋ nakakapaɡlu'tas sa pɾo'blemaŋ ʔi'to,walaŋ nakakapaɡlutas sa pɾoblemaŋ ito
ʔi'laŋ ta'ʔon ka na ʔa'ko beintisa'ʔis 'taʔoŋ 'ɡulaŋ,ʔilaŋ taon ka na? ako beintisais taoŋ ɡulaŋ
'kontiʔ 'laŋ ʔaŋ lib'ɾo 'koŋ ʔiŋ'ɡles,konti laŋ aŋ libɾo koŋ iŋles
ipaɡpa'liban 'natin ʔaŋ ha'punan,ʔipaɡpaliban natin aŋ hapunan
ma'hal tala'ɡa ʔaŋ 'pɾesjo naŋ 'ʔawtoŋ ʔi'to,mahal talaɡa aŋ pɾeʃo ŋ awtoŋ ito
'ʔoɾas naŋ ʔi'wanan mo ʔaŋ ʔi'joŋ kaʔuɡali'ʔaŋ 'bataʔ,ʔoɾas naŋ iwanan mo aŋ ijoŋ kauɡaliaŋ bata
ʔa'noŋ pabo'ɾito 'moŋ 'klaseŋ paŋhi'maɡas,ʔanoŋ paboɾito moŋ klaseŋ paŋhimaɡas?
napakaɡa'liŋ ni'aŋ musi'keɾo,napakaɡaliŋ nijaŋ musikeɾo
pinatuɡ'toɡ mo si 'tom naŋ ɡi'taɾa,pinatuɡtoɡ mo si tom ŋ ɡitaɾa
pa'ʔano ka na'tuto naŋ ʔespe'ɾanto,paano ka natuto ŋ espeɾanto?
napaka'ɾamiŋ ɡinaɡa'waʔ ni tom na hin'diʔ si'a naŋaŋhali'an,napakaɾamiŋ ɡinaɡawa ni tom na hindi sija naŋaŋhalian
pupun'ta ka'mi sa li'biŋan ŋa'jon na,pupunta kami sa libiŋan ŋajon na
