target,predicted
maʔa'ʔaɾiʔ ba ki'taŋ ʔistoɾ'bohin na ʔisa'ɾa ʔaŋ ma'ŋa bin'tanaʔ,maʔa'ʔaɾiʔ ba ki'taŋ ʔistoɾbo'hin na ʔisa'ɾa ʔaŋ ma'ŋa bin'tanaʔ
bu'laɡ si 'tom no'ʔon,bu'laɡ si 'tom no'ʔon
sun'dan ka'mi,sun'dan ka'mi
maɡlu'lutoʔ ʔaŋ 'tataj ko naŋ ʔi'saŋ masa'ɾap na paɡ'kaʔin 'bukas naŋ ʔu'maɡa,maɡlu'lutoʔ ʔaŋ 'tataj ko naŋ ʔi'saŋ masa'ɾap na paɡ'kaʔin 'bukas naŋ ʔu'maɡa
ʔa'lam 'koŋ 'kjut si'a,ʔa'lam 'koŋ 'kjut si'a
maɡpa'kuhaʔ 'tajo naŋ lit'ɾato,maɡpa'kuhaʔ 'tajo naŋ lit'ɾato
humi'hilik si 'tom,humihi'lik si 'tom
maɡsa'ɾili mo 'baŋ ɡina'waʔ ʔaŋ 'homwoɾk mo,maɡsaɾi'li mo 'baŋ ɡina'waʔ ʔaŋ 'houmwəɾk mo
maɡa'liŋ maɡ'hapon si ɡino'ʔoŋ 'bɾawn,maɡa'liŋ maɡ'hapon si ɡino'ʔoŋ bɾaun
kaʔi'lan ʔaŋ pinakahu'liŋ 'beses na tuma'lon ka sa tu'aʔ,kaʔi'lan ʔaŋ pinakahu'liŋ 'beses na tuma'lon ka sa tu'aʔ
'simple 'laŋ ʔaŋ kaˌlalaki'han,'simple 'laŋ ʔaŋ kalalaki'han
kuŋ ɡano'ʔon maɡba'baɡo ʔa'ko naŋ 'ʔisip,kuŋ ɡano'ʔon maɡba'baɡo ʔa'ko naŋ 'ʔisip
paki'ʔusap tiŋ'nan mo naŋ ma'buti ʔaŋ 'ʔakiŋ ʔa'nak,paki'ʔusap tiŋ'nan mo naŋ ma'buti ʔaŋ 'ʔakiŋ ʔa'nak
naɾi'niɡ ko ʔaŋ ma'ŋa 'bataŋ kumakan'ta naŋ sa'bajsa'baj,naɾi'niɡ ko ʔaŋ ma'ŋa 'bataŋ kumakan'ta naŋ sa'bajsa'baj
pakakasa'lan mo ba ʔa'ko,pakaka'salan mo ba ʔa'ko
ba'kaʔ maɡ'jelo sa ˌsusu'nod na liŋ'ɡo,ba'kaʔ maɡ'jelo sa ˌsusu'nod na liŋ'ɡo
diʔ ʔa'ko saŋ'ʔajon sa kan'jaʔ,diʔ ʔa'ko saŋ'ʔajon sa kan'ja
maɡta'lop naŋ dala'wa sa ma'ŋa 'saɡiŋ,maɡta'lop naŋ dala'wa sa ma'ŋa 'saɡiŋ
hu'aɡ nin'jo ʔa'koŋ ʔi'wanan,hu'aɡ nin'jo ʔa'koŋ ʔi'wanan
'minsan hin'diʔ ʔa'ko mapala'ɡaj ka'paɡ naʔi'ʔisip ko ʔaŋ kiˌnabu'kasan,'minsan hin'diʔ ʔa'ko mapala'ɡaj ka'paɡ naʔi'ʔisip ko ʔaŋ kiˌnabu'kasan
ʔi'nom ta'joʔ 'ʔo kuŋ ʔa'no 'man,ʔi'nom 'tajo 'ʔo kuŋ ʔa'no 'man
ʔa'ko ʔaj bak'laʔ,ʔa'ko ʔaj bak'laʔ
no'ʔoŋ 'ʔunaŋ pana'hon ma'ŋa ʔani'mista ʔaŋ 'taʔo sa ha'waʔi,no'ʔoŋ 'ʔunaŋ pana'hon ma'ŋa ʔani'mista ʔaŋ 'taʔo sa ha'waj
pa'ʔano mo nala'laman,pa'ʔano mo nala'laman
ka'ninoŋ 'notbuk ʔi'an,ka'ninoŋ 'notbuk ʔi'an
ʔaŋ 'ʔaɾaw ʔaj sumusu'noɡ na 'bola,ʔaŋ 'ʔaɾaw ʔaj sumusu'noɡ na 'bola
naŋda'dajaʔ si 'tom,naŋda'dajaʔ si 'tom
maɾu'mi ʔaŋ 'plato,maɾu'mi ʔaŋ 'plato
ʔaŋ paɡpapasa'lamat ʔaj pinala'laja 'tajo mu'la sa ma'ŋa nakala'lasoŋ ʔemos'jon,ʔaŋ paɡpapasa'lamat ʔaj pinala'laja 'tajo mu'la sa ma'ŋa nakala'lasoŋ ʔemos'jon
pu'lutin mo ʔaŋ 'lapis sa sa'hiɡ,pu'lutin mo ʔaŋ 'lapis sa sa'hiɡ
binaŋ'ɡit ni'a ʔaŋ pa'ŋalan mo sa 'ʔakin,binaŋ'ɡit ni'a ʔaŋ pa'ŋalan mo sa 'ʔakin
mabi'lis ku'malat ʔaŋ ba'litaʔ tuŋ'kol sa naŋ'jaɾi,mabi'lis ku'malat ʔaŋ ba'litaʔ tuŋ'kol sa naŋ'jaɾi
naɡ'ʔoɾdeɾ ʔa'ko naŋ 'pitsa sa te'lepono,naɡ'ʔoɾdeɾ ʔa'ko naŋ 'pitsa sa te'lepono
ma'ɾunoŋ ka 'baŋ maɡbi'laŋ haŋ'ɡaŋ sam'puʔ sa ʔin't͡ʃik,ma'ɾunoŋ ka 'baŋ maɡbi'laŋ haŋ'ɡaŋ sam'puʔ sa ʔin't͡ʃik
naɡlili'bot si'a naŋ paɡkawa'laŋ 'diwaʔ,naɡlili'bot si'a naŋ paɡkawa'laŋ 'diwaʔ
nataŋ'ɡap mo na ba ʔaŋ 'sulat,nataŋ'ɡap mo na ba ʔaŋ 'sulat
maɡkapa'ɾeho ba si'la,maɡkapa'ɾeho ba si'la
sumusu'koʔ ʔa'ko,sumu'suko ʔa'ko
mata'ʔas na ʔaŋ 'ʔaɾaw naŋ ʔuma'lis ʔa'ko sa 'kama,mata'ʔas na ʔaŋ 'ʔaɾaw naŋ ʔuma'lis ʔa'ko sa 'kama
kaʔi'laŋan 'namin naŋ paɡ'kaʔin ma'ŋa da'mit ʔat 'bahaj 'ʔupaŋ ma'buhaj,kaʔi'laŋan 'namin naŋ paɡ'kaʔin ma'ŋa da'mit ʔat 'bahaj 'ʔupaŋ ma'buhaj
ali'nisan ko la 'so 'kwaɾtok,ʔali'nisan ko la 'so kwaɾ'tok
sinu'bukan 'koŋ maɡsu'lat 'ɡamit ʔaŋ kali'waŋ ka'maj,sinu'bukan 'koŋ maɡ'sulat ɡa'mit ʔaŋ kali'waŋ ka'maj
ʔi'kaw ʔaŋ pinakamataŋ'kad,ʔi'kaw ʔaŋ pinakamataŋ'kad
'ɡusto 'koŋ ku'maʔin naŋ is'teyk,'ɡusto 'koŋ ku'maʔin naŋ ʔis'tejk
ŋa'jon na 'nasa ʔe'dad ka na maj kaɾapa'tan ka na sa paɡ'boto,ŋa'jon na 'nasa ʔe'dad ka na maj kaɾapa'tan ka na sa paɡ'boto
paɡpala'ʔin ka,paɡpala'ʔin ka
ka'mij sumasaŋ'ʔajon,ka'mij sumasaŋ'ʔajon
'dahil sa ka'njaŋ ma'lakiŋ 'sweldo nakakabi'ahe si'a sa i'baŋ ban'saʔ ta'ʔonta'ʔon,'dahil sa ka'jaŋ ma'lakiŋ 'sweldo nakakabi'jahe si'a sa ʔi'baŋ ban'saʔ ta'onta'on
saŋ'ʔajon ʔa'ko sa la'hat naŋ si'nabi mo,saŋ'ʔajon ʔa'ko sa la'hat naŋ si'nabi mo
kuma'kaʔin ka sa si'lidʔa'ɾalan,kuma'kaʔin ka sa siˌlidʔaɾa'lan
'sabi naŋ ma'ɡulaŋ ko na 'dapat 'natiŋ i'ɡalaŋ ʔaŋ ma'ŋa nakatatan'daʔ,'sabi naŋ ma'ɡulaŋ ko na 'dapat 'natiŋ ʔiɡa'laŋ ʔaŋ ma'ŋa nakatatan'daʔ
sa paɡkakaʔa'lam ko hin'diʔ pa na'sulat ʔaŋ no'bela sa 'wikaŋ ha'pon,sa paɡkakaʔa'lam ko hin'diʔ pa na'sulat ʔaŋ no'bela sa 'wikaŋ ha'pon
paki'sabi sa 'ʔakin kuŋ kaʔi'lan nin'jo ɡus'toŋ maɡ'ʔoɾdeɾ,paki'sabi sa 'ʔakin kuŋ kaʔi'lan nin'jo ɡus'toŋ maɡ'ʔoɾdeɾ
hus'to na ʔi'to 'paɾa sa 'ʔakin,hus'to na ʔi'to 'paɾa sa 'ʔakin
ʔi'lan naŋ pa'ŋulo naŋ pili'pinas ʔaŋ nanuŋku'lan 'baɡo si be'niɡno sime'on ʔa'kino də'təɾd,ʔi'lan naŋ pa'ŋulo naŋ pili'pinas ʔaŋ nanuŋ'kulan 'baɡo si be'niɡno sime'on ʔa'kino ʔi'i
kaka'kita ko 'laŋ ʔaŋ ʔak'lat na bini'li mo,kaka'kita ko 'laŋ ʔaŋ ʔak'lat na bini'li mo
ʔaŋ mun'doŋ ʔi'to ʔaj ʔi'saŋ mali'ʔit na 'butil 'lamaŋ naŋ ʔalika'bok,ʔaŋ mun'doŋ ʔi'to ʔaj ʔi'saŋ mali'ʔit na 'butil 'lamaŋ naŋ ʔalika'bok
ʔi'laŋ kaɾ'ɡaŋ ˌla'bahin na'tapos mo ŋa'joŋ 'ʔaɾaw,ʔi'laŋ 'kaɾɡaŋ la'bahin nata'pos mo ŋa'joŋ 'ʔaɾaw
naɡsisinuŋa'liŋ si'a,naɡsisinuŋa'liŋ si'a
maj ɡolp'koɾs 'baŋ ma'lapit 'dito,maj 'ɡolpkoɾs 'baŋ ma'lapit 'dito
ka'jaʔ 'tamaʔ 'ɾin pa'la ʔa'ko,'kaja 'tamaʔ 'ɾin pa'la ʔa'ko
ta'kot na ta'kot si 'tom,ta'kot na ta'kot si 'tom
sa ha'pon la'hat naŋ 'bataj pumupun'ta sa ˌpaʔaɾa'lan,sa ha'pon la'hat naŋ 'bataj pumupun'ta sa ˌpaʔaɾa'lan
tumi'ŋin si'a sa ka'njaŋ sa'ɾili sa sala'min,tumi'ŋin si'a sa ka'njaŋ sa'ɾili sa sala'min
kinakaba'han si'a sa ɾe'sulta naŋ kan'jaŋ ek'samen,kinaka'bahan si'a sa ɾe'sulta naŋ ka'njaŋ ʔek'samen
ma'ʔasim ʔaŋ ma'ŋa 'ʔubas na ʔi'to,ma'ʔasim ʔaŋ ma'ŋa 'ʔubas na ʔi'to
hin'diʔ mo 'pwedeŋ ɡa'mitin ʔaŋ 'ɡɾipoŋ ʔi'to si'ɾaʔ ʔi'to,hin'diʔ mo 'pwedeŋ ɡami'tin ʔaŋ 'ɡɾipoŋ ʔi'to 'siɾaʔ ʔi'to
pa'laɡiʔ ʔa'koŋ naɡkaˌkama'liʔ,pa'laɡiʔ ʔa'koŋ naɡkakama'liʔ
'naʔis 'koŋ ma'ɡiŋ kaʔi'biɡan si 'nansi,'naʔis 'koŋ ma'ɡiŋ kaʔi'biɡan si 'nansi
su'mubok si'a ʔat naɡa'waʔ ni'a,sumu'bok si'a ʔat naɡa'waʔ ni'a
'tuloŋ hinima'taj si'a,'tuloŋ hinima'taj si'a
naka'punta ʔa'ko di'an naŋ ma'ɾamiŋ 'beses,nakapun'ta ʔa'ko di'an naŋ ma'ɾamiŋ 'beses
wa'laʔ pa ʔa'koŋ naka'kaʔin simu'laʔ ni'toŋ ʔu'maɡa,wa'laʔ pa ʔa'koŋ naka'kaʔin simu'laʔ ni'toŋ ʔu'maɡa
ʔaŋ da'ʔan sa kapaja'paʔan ʔaj paɡdaɾa'sal,ʔaŋ da'ʔan sa kapaja'paʔan ʔaj paɡdaɾa'sal
pinala'ki si'a naŋ ka'njaŋ ti'ahin,pinala'ki si'a naŋ kan'jaŋ ti'ahin
bi'hiɾaʔ 'laŋ ʔumu'lan 'dito,bi'hiɾaʔ 'laŋ ʔumu'lan 'dito
kamus'ta ka 'ʔajos na'man ʔa'ko sa'lamat,kamus'ta ka 'ʔajos na'man ʔa'ko sa'lamat
mun'tik na ʔa'koŋ ma'lunod,mun'tik na ʔa'koŋ ma'lunod
do'ʔon ʔa'ko sa li'kod ʔuʔu'poʔ,do'ʔon ʔa'ko sa li'kod ʔuʔu'poʔ
pinaɡʔu'sapan ni'a ʔaŋ sa'ɾili ni'a,pinaɡʔu'sapan ni'a ʔaŋ sa'ɾili ni'a
'kinse mi'nutos na 'laŋ ʔat ʔaʔa'lis na ʔa'ko 'dito,'kinse mi'nutos na 'laŋ ʔat ʔaʔa'lis na ʔa'ko 'dito
maj nawa'lan naŋ ʔi'saŋ pi'takaʔ,maj nawa'lan naŋ ʔi'saŋ pi'takaʔ
kaʔi'laŋan 'koŋ ku'maʔin naŋ 'mas masus'tansia,kaʔi'laŋan 'koŋ ku'maʔin naŋ 'mas masus'tansia
dok'toɾ si'a ʔat pɾope'soɾ sa ʔunibeɾsi'dad,dok'toɾ si'a ʔat pɾope'soɾ sa ʔunibeɾsi'dad
'ɡusto 'koŋ maɡ'ʔalaj sa sa'ɾili ko,ɡus'to 'koŋ maɡ'ʔalaj sa sa'ɾili ko
kuŋ ˌʔuʔu'lan diʔ ʔa'ko ʔaʔa'lis sa ɡa'bi,kuŋ ˌʔuʔu'lan diʔ ʔa'ko ʔaʔa'lis sa ɡa'bi
'paɾaŋ 'ʔajaw 'koŋ maɡ'ʔaɾal naŋ ma'ŋa ʔaɡ'ham,'paɾaŋ 'ʔajaw 'koŋ maɡ'ʔaɾal naŋ ma'ŋa ʔaɡ'ham
maɡas'paŋ ʔaŋ ma'ŋa ka'maj ni'a,maɡas'paŋ ʔaŋ ma'ŋa ka'maj ni'a
maɡpapala'ki ʔa'ko naŋ ma'ɾamiŋ 'punoʔ 'ɾito,maɡpapala'ki ʔa'ko naŋ ma'ɾamiŋ 'punoʔ 'ɾito
ʔa'kalaʔ 'namin ʔi'kaj natu'tuloɡ,ʔa'kalaʔ 'namin ʔi'kaj natu'tuloɡ
namu'la ʔaŋ muk'haʔ ni'a,namu'laʔ ʔaŋ muk'haʔ ni'a
mada'las 'namin ʔi'on ɡa'win no'ʔoŋ 'bataʔ ka'mi,mada'las 'namin ʔi'on ɡa'win no'ʔoŋ 'bataʔ ka'mi
ma'hal ʔaŋ 'buhaj sa malala'kiŋ 'bahaj,ma'hal ʔaŋ 'buhaj sa mala'lakiŋ 'bahaj
hin'diʔ ko bi'noto si 'tom,hin'diʔ ko bi'noto si 'tom
sun'dan mo ʔa'ko ʔat ʔipaki'kita ko sa ʔi'o ʔaŋ da'ʔan,sun'dan mo ʔa'ko ʔat ʔipaki'kita ko sa ʔi'o ʔaŋ da'ʔan
na'tapos mo na ba ʔaŋ tak'daŋʔaɾa'lin mo,nata'pos mo na ba ʔaŋ takdaŋʔaɾa'lin mo
bili'san 'laŋ 'natin,bili'san 'laŋ 'natin
naki'kita ko ʔaŋ 'luhaʔ sa ʔi'joŋ ma'ŋa ma'ta,naki'kita ko ʔaŋ 'luhaʔ sa ʔi'joŋ ma'ŋa ma'ta
ʔaŋ ta'ɡal na 'din 'natiŋ hin'diʔ nakakapaɡ'ʔusap ʔo kamus'ta ka na'man,ʔaŋ ta'ɡal na 'din 'natiŋ hin'diʔ nakakapa'ɡusap ʔo kamus'ta ka na'man
maj da'lawaŋ dol'jaɾ la'maŋ 'tajo,maj dala'waŋ dol'jaɾ 'lamaŋ 'tajo
naɡ'bajad si 'tom,naɡ'bajad si 'tom
ʔa'tat si'aŋ pumun'ta sa ʔospi'tal,ʔa'tat si'aŋ pumun'ta sa ʔospi'tal
hu'aɡ maɡtɾa'baho naŋ 'labis,hu'aɡ maɡtɾa'baho naŋ 'labis
'ɡusto ko ʔaŋ ma'ŋa pa'ɡoŋ,'ɡusto ko ʔaŋ ma'ŋa pa'ɡoŋ
pakita'waɡan mo ʔa'ko ka'paɡ ʔa'lam mo na ʔaŋ ɡus'to 'moŋ ɡa'win,pakitawa'ɡan mo ʔa'ko ka'paɡ ʔa'lam mo na ʔaŋ ɡus'to moŋ ɡa'win
ki'naʔin ko ʔaŋ ma'ŋa man'sanas na 'beɾde,ki'naʔin ko ʔaŋ ma'ŋa man'sanas na 'beɾde
ʔu'mamin si 'tom,ʔu'mamin si 'tom
makakala'boso ka,makakala'boso ka
pa'ɾehoŋ kasa'baj na pinakaʔan'tiɡo ʔat pinakamo'deɾnoŋ ʔaɡ'ham ʔaŋ ʔastɾono'mia,pa'ɾehoŋ kasa'baj na pinakaʔan'tiɡo ʔat pinakamo'deɾnoŋ ʔaɡ'ham ʔaŋ ʔastɾono'mia
ma'jaman si'a 'ŋunit ʔaŋ 'buhaj ni'jaj 'paɾaŋ 'taʔoŋ naɡpapali'mos,ma'jaman si'a 'ŋunit ʔaŋ 'buhaj ni'aj 'paɾaŋ 'taʔoŋ naɡpapali'mos
sa'ʔan ʔaŋ ʔistas'jon naŋ 'tɾen,sa'ʔan ʔaŋ ʔistas'jon naŋ 'tɾen
ʔuˌmiʔi'ak 'tajo paɡ'ka tala'ɡaŋ maluŋ'kot 'tajo,ʔuˌmiʔi'ak 'tajo paɡ'ka tala'ɡaŋ maluŋ'kot 'tajo
i'toŋ kos'tumbɾej no'ʔon 'paŋ pana'hoŋ 'edo,ʔi'toŋ 'kostumbɾej no'ʔon 'paŋ pana'hoŋ 'ʔedo
ʔiˌnaʔan'tok ʔa'ko,ʔinaʔan'tok ʔa'ko
taɡabɾa'sil ʔa'ko,taɡabɾa'sil ʔa'ko
'kahit na mabi'lis ka hin'diʔ ka pa han'daʔ,'kahit na mabi'lis ka hin'diʔ ka pa han'daʔ
ʔaŋ ʔa'nak 'koŋ ba'baʔe ʔaj buˌmibi'li naŋ 'ɡatas sa tin'dahan,ʔaŋ ʔa'nak 'koŋ ba'baʔe ʔaj buˌmibi'li naŋ 'ɡatas sa tin'dahan
wa'laʔ si'aŋ 'nobja,wa'laʔ si'aŋ 'nobja
hin'diʔ si'la makapaɡlak'baj 'dahil maj pɾob'lemaŋ naɡa'nap,hin'diʔ si'la makapaɡlak'baj 'dahil maj pɾo'blemaŋ naɡa'nap
naki'ta ko si 'tom do'ʔon,na'kita ko si 'tom do'ʔon
ʔaŋ tukud'laŋit ʔaj nakatin'diɡ naŋ 'mas mata'ʔas naŋ ʔi'baŋ ɡu'saliʔ sa pali'bot,ʔaŋ tukud'laŋit ʔaj nakatin'diɡ naŋ 'mas mata'ʔas naŋ i'baŋ ɡu'saliʔ sa pa'libot
wa'laŋ nakakapaɡlu'tas sa pɾo'blemaŋ ʔi'to,wa'laŋ nakakapaɡ'lutas sa pɾo'blemaŋ ʔi'to
ʔi'laŋ ta'ʔon ka na ʔa'ko beintisa'ʔis 'taʔoŋ 'ɡulaŋ,ʔi'laŋ ta'ʔon ka na ʔa'ko beʔinti'saʔis 'taʔoŋ 'ɡulaŋ
'kontiʔ 'laŋ ʔaŋ lib'ɾo 'koŋ ʔiŋ'ɡles,'kontiʔ 'laŋ ʔaŋ lib'ɾo 'koŋ ʔiŋ'ɡles
ipaɡpa'liban 'natin ʔaŋ ha'punan,ʔipaɡpali'ban 'natin ʔaŋ ha'punan
ma'hal tala'ɡa ʔaŋ 'pɾesjo naŋ 'ʔawtoŋ ʔi'to,ma'hal tala'ɡa ʔaŋ 'pɾesjo naŋ 'ʔawtoŋ ʔi'to
'ʔoɾas naŋ ʔi'wanan mo ʔaŋ ʔi'joŋ kaʔuɡali'ʔaŋ 'bataʔ,'ʔoɾas naŋ ʔi'wanan mo ʔaŋ ʔi'joŋ kaʔuɡa'liʔaŋ 'bataʔ
ʔa'noŋ pabo'ɾito 'moŋ 'klaseŋ paŋhi'maɡas,ʔa'noŋ pabo'ɾito moŋ 'klaseŋ paŋhi'maɡas
napakaɡa'liŋ ni'aŋ musi'keɾo,napakaɡa'liŋ ni'aŋ musi'keɾo
pinatuɡ'toɡ mo si 'tom naŋ ɡi'taɾa,pinatuɡ'toɡ mo si 'tom naŋ ɡi'taɾa
pa'ʔano ka na'tuto naŋ ʔespe'ɾanto,pa'ʔano ka na'tuto naŋ ʔespe'ɾanto
napaka'ɾamiŋ ɡinaɡa'waʔ ni tom na hin'diʔ si'a naŋaŋhali'an,napakaɾa'miŋ ɡinaɡa'waʔ ni 'tom na hin'diʔ si'a naŋaŋha'liʔan
pupun'ta ka'mi sa li'biŋan ŋa'jon na,pu'punta ka'mi sa li'biŋan ŋa'jon na
